id,source,object_type,name,display_name,authoritative,available_on_relationships,description,Keep/Remove,Reason,Comment
extraction.mlwh_sequencing_request_mlwh_volume_remaining_max,mlwh,extraction,mlwh_sequencing_request_mlwh_volume_remaining_max,Maximum Library Volume Remaining,1,,,,,
run_data.mlwh_adapter_dimer_percent,mlwh,run_data,mlwh_adapter_dimer_percent,Adapter Dimer Percent,0,,,Remove,,
run_data.mlwh_binding_kit,mlwh,run_data,mlwh_binding_kit,Binding Kit,0,,,,,
run_data.mlwh_biosample_accession,mlwh,run_data,mlwh_biosample_accession,Biosample ID,0,,Biosample ID of sample,Remove,,
run_data.mlwh_biospecimen_accession,mlwh,run_data,mlwh_biospecimen_accession,Biospecimen ID,0,,Biospecimen ID of sample,Remove,,
run_data.mlwh_cell_lot_number,mlwh,run_data,mlwh_cell_lot_number,Cell Lot Number,0,,,,,
run_data.mlwh_control_concordance_mean,mlwh,run_data,mlwh_control_concordance_mean,Control Concordance Mean,0,,,,,
run_data.mlwh_control_concordance_mode,mlwh,run_data,mlwh_control_concordance_mode,Control Concordance Mode,0,,,,,
run_data.mlwh_control_num_reads,mlwh,run_data,mlwh_control_num_reads,Control Number Reads,0,,,,,
run_data.mlwh_control_read_length_mean,mlwh,run_data,mlwh_control_read_length_mean,Control Read Length Mean,0,,,,,
run_data.mlwh_cost_code,mlwh,run_data,mlwh_cost_code,Cost Code,,,,,,
run_data.mlwh_hifi_barcoded_reads,mlwh,run_data,mlwh_hifi_barcoded_reads,Hifi Barcoded Reads,0,,,,,
run_data.mlwh_hifi_bases_in_barcoded_reads,mlwh,run_data,mlwh_hifi_bases_in_barcoded_reads,Hifi Bases in Barcoded Reads,0,,,,,
run_data.mlwh_hifi_low_quality_num_reads,mlwh,run_data,mlwh_hifi_low_quality_num_reads,Hifi Low Quality Num Reads,0,,,,,
run_data.mlwh_hifi_low_quality_read_bases,mlwh,run_data,mlwh_hifi_low_quality_read_bases,Hifi Low Quality Read Bases,0,,,,,
run_data.mlwh_hifi_low_quality_read_length_mean,mlwh,run_data,mlwh_hifi_low_quality_read_length_mean,Hifi Low Quality Read Length Mean,0,,,,,
run_data.mlwh_hifi_low_quality_read_quality_median,mlwh,run_data,mlwh_hifi_low_quality_read_quality_median,Hifi Low Quality Read Quality Median,0,,,,,
run_data.mlwh_hifi_num_reads,mlwh,run_data,mlwh_hifi_num_reads,Hifi Num Reads,0,,,,,
run_data.mlwh_hifi_number_passes_mean,mlwh,run_data,mlwh_hifi_number_passes_mean,Hifi Number Passes Mean,0,,,,,
run_data.mlwh_hifi_read_length_mean,mlwh,run_data,mlwh_hifi_read_length_mean,Hifi Read Length Mean,0,,,,,
run_data.mlwh_hifi_read_quality_median,mlwh,run_data,mlwh_hifi_read_quality_median,Hifi Read Quality Median,0,,,,,
run_data.mlwh_include_kinetics,mlwh,run_data,mlwh_include_kinetics,Include Kinetics,0,,,,,
run_data.mlwh_insert_length_mean,mlwh,run_data,mlwh_insert_length_mean,Insert Length Mean,0,,,,,
run_data.mlwh_insert_length_n50,mlwh,run_data,mlwh_insert_length_n50,Insert Length N50,0,,,,,
run_data.mlwh_instrument_model,mlwh,run_data,mlwh_instrument_model,Instrument Model,0,,,,,
run_data.mlwh_instrument_name,mlwh,run_data,mlwh_instrument_name,Instrument Name,0,,,,,
run_data.mlwh_irods_file,mlwh,run_data,mlwh_irods_file,iRODS File,0,,,,,
run_data.mlwh_irods_path,mlwh,run_data,mlwh_irods_path,iRODS Path,0,,,,,
run_data.mlwh_library_id,mlwh,run_data,mlwh_library_id,Library ID,0,,,,,
run_data.mlwh_lims_qc,mlwh,run_data,mlwh_lims_qc,LIMS QC,0,,,,,
run_data.mlwh_lims_run_id,mlwh,run_data,mlwh_lims_run_id,LIMS Run ID,0,,,,,
run_data.mlwh_loading_conc,mlwh,run_data,mlwh_loading_conc,Loading Concentration,0,,,,,
run_data.mlwh_local_base_rate,mlwh,run_data,mlwh_local_base_rate,Local Base Rate,0,,,,,
run_data.mlwh_movie_minutes,mlwh,run_data,mlwh_movie_minutes,Movie Minutes,0,,,,,
run_data.mlwh_p0_num,mlwh,run_data,mlwh_p0_num,P0 Number,0,,% of ZMWs that are Empty,,,
run_data.mlwh_p1_num,mlwh,run_data,mlwh_p1_num,P1 Number,0,,% of ZMWs that are Productive,,,
run_data.mlwh_p2_num,mlwh,run_data,mlwh_p2_num,P2 Number,0,,% of ZMWs that are not P1 or P2,,,
run_data.mlwh_pipeline_id_lims,mlwh,run_data,mlwh_pipeline_id_lims,Pipeline ID LIMS,0,,,,,
run_data.mlwh_platform_type,mlwh,run_data,mlwh_platform_type,Platform Type,0,,,,,
run_data.mlwh_plex_count,mlwh,run_data,mlwh_plex_count,Plex Count,,,,,,
run_data.mlwh_polymerase_num_reads,mlwh,run_data,mlwh_polymerase_num_reads,Polymerase Num Reads,0,,,,,
run_data.mlwh_polymerase_read_bases,mlwh,run_data,mlwh_polymerase_read_bases,Polymerase Read Bases,0,,,,,
run_data.mlwh_polymerase_read_length_mean,mlwh,run_data,mlwh_polymerase_read_length_mean,Polymerase Read Length Mean,0,,,,,
run_data.mlwh_polymerase_read_length_n50,mlwh,run_data,mlwh_polymerase_read_length_n50,Polymerase Read Length N50,0,,,,,
run_data.mlwh_productive_zmws_num,mlwh,run_data,mlwh_productive_zmws_num,Productive ZMWS Num,0,,,,,
run_data.mlwh_qc_date,mlwh,run_data,mlwh_qc_date,QC Date,0,,,,,
run_data.mlwh_run_complete,mlwh,run_data,mlwh_run_complete,Run Complete,0,,Date sequencing run completed,,,
run_data.mlwh_run_id,mlwh,run_data,mlwh_run_id,Run ID,0,,,,,
run_data.mlwh_run_start,mlwh,run_data,mlwh_run_start,Run Start,0,,Date sequencing run started,,,
run_data.mlwh_scientific_name,mlwh,run_data,mlwh_scientific_name,Scientific Name,0,,,,,
run_data.mlwh_sequencing_kit,mlwh,run_data,mlwh_sequencing_kit,Sequencing Kit,0,,,,,
run_data.mlwh_sequencing_kit_lot_number,mlwh,run_data,mlwh_sequencing_kit_lot_number,Sequencing Kit Lot Number,0,,,,,
run_data.mlwh_qc_seq_state,mlwh,run_data,mlwh_qc_seq_state,Sequencing State,1,,"The value is confirmed (i.e. has left data QC) if the attribute ‘mlwh_qc_seq_state_is_final’ is 1
Failed, Instrument = Cell failed and credited, an issue was identified with the instrument
Failed, SMRT Cell = Cell failed and credited, an issue was identified with the cell QC metrics
Failed = Cell failed, no issue detected, no credit given
On Hold = Awaiting further information e.g. demultiplexing failure
Passed = Cell achieved minimum expected threshold",,,
run_data.mlwh_qc_seq_state_is_final,mlwh,run_data,mlwh_qc_seq_state_is_final,Sequencing State is Final,1,,,,,
run_data.mlwh_short_insert_percent,mlwh,run_data,mlwh_short_insert_percent,Short Insert Percent,0,,,,,
run_data.mlwh_study_id,mlwh,run_data,mlwh_study_id,Study ID,0,,,,,
run_data.mlwh_tag1_id,mlwh,run_data,mlwh_tag1_id,Tag1 ID,0,,Tag sequence used in library prep,,,
run_data.mlwh_tag2_id,mlwh,run_data,mlwh_tag2_id,Tag 2 ID,0,,Tag sequence used in library prep,,,
run_data.mlwh_tag_index,mlwh,run_data,mlwh_tag_index,Tag Index,0,,,,,
run_data.mlwh_unique_molecular_bases,mlwh,run_data,mlwh_unique_molecular_bases,Unique Molecular Bases,0,,,,,
sample.mlwh_sequencing_request_mlwh_volume_remaining_max,mlwh,sample,mlwh_sequencing_request_mlwh_volume_remaining_max,Maximum Library Volume Remaining,,,,,,
sequencing_request.mlwh_accession_number,mlwh,sequencing_request,mlwh_accession_number,Accession Number,,,,,,
sequencing_request.mlwh_common_name,mlwh,sequencing_request,mlwh_common_name,Common Name,,,,Remove,,
sequencing_request.mlwh_concentration,mlwh,sequencing_request,mlwh_concentration,Concentration,1,,,,,
sequencing_request.mlwh_description,mlwh,sequencing_request,mlwh_description,Description,,,,,,
sequencing_request.mlwh_donor_id,mlwh,sequencing_request,mlwh_donor_id,Donor ID,,,,,,
sequencing_request.mlwh_insert_size,mlwh,sequencing_request,mlwh_insert_size,Insert size,1,,,,,
sequencing_request.mlwh_original_volume,mlwh,sequencing_request,mlwh_original_volume,Original volume,1,,The original volume received by SciOps for sequencing,,,
sequencing_request.mlwh_run_data_count,mlwh,sequencing_request,mlwh_run_data_count,Number of Runs,,,,,,
sequencing_request.mlwh_run_data_hic_count,mlwh,sequencing_request,mlwh_run_data_hic_count,Number of HiC Runs,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_hic_max,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_hic_max,Date of Latest HiC Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_hic_min,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_hic_min,Date of Earliest HiC Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_max,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_max,Date of Latest Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_min,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_min,Date of Earliest Run,1,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_pacbio_max,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_pacbio_max,Date of Latest Pacbio Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_pacbio_min,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_pacbio_min,Date of Earliest Pacbio Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_rnaseq_max,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_rnaseq_max,Date of Latest RNASeq Run,,,,,,
sequencing_request.mlwh_run_data_mlwh_run_complete_rnaseq_min,mlwh,sequencing_request,mlwh_run_data_mlwh_run_complete_rnaseq_min,Date of Earliest RNASeq Run,,,,,,
sequencing_request.mlwh_run_data_pacbio_count,mlwh,sequencing_request,mlwh_run_data_pacbio_count,Number of PacBio Runs,,,,,,
sequencing_request.mlwh_run_data_rnaseq_count,mlwh,sequencing_request,mlwh_run_data_rnaseq_count,Number of RNASeq Runs,,,,,,
sequencing_request.mlwh_source_barcode,mlwh,sequencing_request,mlwh_source_barcode,Traction ID,,,,,,
sequencing_request.mlwh_study_id,mlwh,sequencing_request,mlwh_study_id,Study ID,,,,,,
sequencing_request.mlwh_volume_remaining,mlwh,sequencing_request,mlwh_volume_remaining,Volume remaining,1,,The calculated volume remaining,,,
species.mlwh_run_data_mlwh_run_complete_hic_min,mlwh,species,mlwh_run_data_mlwh_run_complete_hic_min,Earliest HiC Run,1,,,,,
species.mlwh_run_data_mlwh_run_complete_pacbio_min,mlwh,species,mlwh_run_data_mlwh_run_complete_pacbio_min,Earliest PacBio Run,1,,,,,
species.mlwh_run_data_mlwh_run_complete_rnaseq_min,mlwh,species,mlwh_run_data_mlwh_run_complete_rnaseq_min,Earliest RNASeq Run,1,,,,,
species.mlwh_run_data_hic_count,mlwh,species,mlwh_run_data_hic_count,Number of HiC Runs,,,Count of total HiC sequencing runs,,,
species.mlwh_run_data_mlwh_run_complete_hic_max,mlwh,species,mlwh_run_data_mlwh_run_complete_hic_max,Latest HiC Run,,,Completion date of the latest HiC run,,,
species.mlwh_run_data_mlwh_run_complete_pacbio_max,mlwh,species,mlwh_run_data_mlwh_run_complete_pacbio_max,Latest PacBio Run,,,Completion date of the latest PacBio run,,,
species.mlwh_run_data_mlwh_run_complete_rnaseq_max,mlwh,species,mlwh_run_data_mlwh_run_complete_rnaseq_max,Latest RNASeq Run,,,Completion date of the latest RNASeq run,,,
species.mlwh_run_data_pacbio_count,mlwh,species,mlwh_run_data_pacbio_count,Number of PacBio Runs,,,Count of total PacBio sequencing runs,,,
species.mlwh_run_data_rnaseq_count,mlwh,species,mlwh_run_data_rnaseq_count,Number of RNASeq Runs,,,Count of total RNASeq sequencing runs,,,
specimen.mlwh_run_data_count,mlwh,specimen,mlwh_run_data_count,Number of sequencing runs,,,,,,
tissue_prep.mlwh_sequencing_request_mlwh_volume_remaining_max,mlwh,tissue_prep,mlwh_sequencing_request_mlwh_volume_remaining_max,Maximum Library Volume Remaining,,,,,,
tolid.mlwh_run_data_count,mlwh,tolid,mlwh_run_data_count,Number of Runs,1,,,,,
tolid.mlwh_run_data_mlwh_run_complete_max,mlwh,tolid,mlwh_run_data_mlwh_run_complete_max,Latest Run Complete,1,,,,,
tolid.mlwh_run_data_mlwh_run_complete_min,mlwh,tolid,mlwh_run_data_mlwh_run_complete_min,Earliest Run Complete,1,,,,,
tolid.mlwh_sequencing_request_mlwh_volume_remaining_max,mlwh,tolid,mlwh_sequencing_request_mlwh_volume_remaining_max,Maximum Library Volume Remaining,,1,,,,
extraction.mlwh_final_nano_drop_280_recorded_at,mlwh,extraction,mlwh_final_nano_drop_280_recorded_at,,,,,,,
run_data.mlwh_product_hifi_read_bases,mlwh,run_data,mlwh_product_hifi_read_bases,Product CCS Yield,,,"Yield of individual sample after demultiplexing, within a multiplexed run",,,
run_data.mlwh_well_hifi_read_bases,mlwh,run_data,mlwh_well_hifi_read_bases,Well CCS Yield,,,"Total yield at well level, representing entire yield from single ZMW before demultiplexing",,,
run_data.mlwh_pac_bio_library_tube_name,mlwh,run_data,mlwh_pac_bio_library_tube_name,,,,,,,
sequencing_request.mlwh_order_date,mlwh,sequencing_request,mlwh_order_date,,,,,,,
run_data.mlwh_element,mlwh,run_data,mlwh_element,,,,,,,
sequencing_request.mlwh_run_data_mlwh_pac_bio_library_tube_name_union,mlwh,sequencing_request,mlwh_run_data_mlwh_pac_bio_library_tube_name_union,,,,,,,
extraction.mlwh_sequencing_request_count,mlwh,extraction,mlwh_sequencing_request_count,,,,,,,
tissue_prep.mlwh_sequencing_request_mlwh_volume_remaining_min,mlwh,tissue_prep,mlwh_sequencing_request_mlwh_volume_remaining_min,,,,,,,
tolid.mlwh_sequencing_request_count,mlwh,tolid,mlwh_sequencing_request_count,,,,,,,
tissue_prep.mlwh_sequencing_request_count,mlwh,tissue_prep,mlwh_sequencing_request_count,,,,,,,
sample.mlwh_sequencing_request_count,mlwh,sample,mlwh_sequencing_request_count,,,,,,,
extraction.mlwh_sequencing_request_mlwh_volume_remaining_min,mlwh,extraction,mlwh_sequencing_request_mlwh_volume_remaining_min,,,,,,,
tolid.mlwh_sequencing_request_mlwh_volume_remaining_min,mlwh,tolid,mlwh_sequencing_request_mlwh_volume_remaining_min,,,,,,,
sample.mlwh_sequencing_request_mlwh_volume_remaining_min,mlwh,sample,mlwh_sequencing_request_mlwh_volume_remaining_min,,,,,,,
sample.bioscan_extra_adult_feeding_guild,pantheon,sample,bioscan_extra_adult_feeding_guild,Pantheon: Adult feeding guild,1,,The classification of invertebrate adults within the Pantheon database based on their feeding behavior and ecological role.,,,
sample.bioscan_extra_associations,pantheon,sample,bioscan_extra_associations,Pantheon: Associations,1,,"The ecological relationships between invertebrate species and specific habitat features, resources, or environmental conditions",,,
sample.bioscan_extra_broad_biotope_habitat_resources,pantheon,sample,bioscan_extra_broad_biotope_habitat_resources,Pantheon: Broad Biotope,1,,Broad Biotope: The top-level division into broad ecological groups. Resources (such as structural features and food sources) considered important for species to complete their life cycles.,,,
sample.bioscan_extra_current_conservation_status,pantheon,sample,bioscan_extra_current_conservation_status,Pantheon: Current Conservation Status,1,,"The conservation status categories in Pantheon are derived from official designations such as:
International & National Red Lists (e.g., Critically Endangered, Vulnerable)
UK Legislation (e.g., Wildlife and Countryside Act protection)
Rare and Scarce Categories (e.g., Nationally Rare, Nationally Scarce)
Biodiversity Action Plan (BAP) Priorities",,,
sample.bioscan_extra_larval_feeding_guild,pantheon,sample,bioscan_extra_larval_feeding_guild,Pantheon: Larval Feeding Guild,1,,The classification of invertebrate larvae within the Pantheon database based on their feeding behavior and ecological role.,,,
sample.bioscan_extra_link_to_assemblage,pantheon,sample,bioscan_extra_link_to_assemblage,Pantheon: Link to Assemblage,,,,,,
sample.bioscan_extra_specific_assemblage_type,pantheon,sample,bioscan_extra_specific_assemblage_type,Pantheon: Specific Assemblage Type,1,,A Specific Assemblage Type (SAT) represents a distinct group of species that share ecological preferences and are commonly associated with particular habitats or environmental conditions. SATs help assess the quality and conservation significance of sites based on their invertebrate communities.,,,
sample.bioscan_extra_vernacular,pantheon,sample,bioscan_extra_vernacular,Pantheon: Vernacular,1,,Species common name,,,
extraction.portaldb_date_abandoned,portaldb,extraction,portaldb_date_abandoned,Date Extraction Abandoned,1,1,,,,
sample.portaldb_date_abandoned,portaldb,sample,portaldb_date_abandoned,Date Sample Abandoned,1,1,,,,
sequencing_request.portaldb_date_sent_to_sciops,portaldb,sequencing_request,portaldb_date_sent_to_sciops,Date sent to SciOps,1,,This is only filled in for requests that have been sent through the automated route,,,
sequencing_request.portaldb_plate_labware_uuid,portaldb,sequencing_request,portaldb_plate_labware_uuid,Plate Labware UUID,1,,,,,
sequencing_request.portaldb_sample_labware_uuid,portaldb,sequencing_request,portaldb_sample_labware_uuid,Sample Labware UUID,1,,,,,
sequencing_request.portaldb_date_abandoned,portaldb,sequencing_request,portaldb_date_abandoned,Date Sequencing Request Abandoned,1,1,,,,
species.portaldb_date_marked_for_recollection,portaldb,species,portaldb_date_marked_for_recollection,Date Species Marked For Recollection,1,,,,,
species.portaldb_marked_for_recollection_reason,portaldb,species,portaldb_marked_for_recollection_reason,Reason Species Marked For Recollection,1,,,,,
species.portaldb_marked_for_recollection_by,portaldb,species,portaldb_marked_for_recollection_by,,1,,,,,
tissue_prep.portaldb_date_abandoned,portaldb,tissue_prep,portaldb_date_abandoned,Date Tissue Prep Abandoned,1,1,,,,
tolid.portaldb_date_topup_actioned,portaldb,tolid,portaldb_date_topup_actioned,Top-Up Actioned Date ,1,1,,,,
tolid.portaldb_date_abandoned,portaldb,tolid,portaldb_date_abandoned,Date Individual Abandoned,1,1,,,,
sample.portaldb_abandoned_by,portaldb,sample,portaldb_abandoned_by,,,,,,,
extraction.portaldb_abandoned_by,portaldb,extraction,portaldb_abandoned_by,,,,,,,
sequencing_request.portaldb_abandoned_by,portaldb,sequencing_request,portaldb_abandoned_by,,,,,,,
tolid.portaldb_topup_actioned_by,portaldb,tolid,portaldb_topup_actioned_by,,,,,,,
sample.portaldb_topup_actioned_by,portaldb,sample,portaldb_topup_actioned_by,,,,,,,
sample.portaldb_date_topup_actioned,portaldb,sample,portaldb_date_topup_actioned,,,,,,,
manifest.sts_bio_safety_overall_status,sts,manifest,sts_bio_safety_overall_status,Bio Safety Overall Status,1,,,,,
manifest.sts_bio_safety_overall_status_updated_at,sts,manifest,sts_bio_safety_overall_status_updated_at,Bio Safety Overall Status Updated At,1,,,,,
manifest.sts_compliance_status,sts,manifest,sts_compliance_status,Compliance Status,1,,,,,
manifest.sts_copo_profile_title,sts,manifest,sts_copo_profile_title,COPO Profile Title,1,,,,,
manifest.sts_manifest_id,sts,manifest,sts_manifest_id,Manifest ID,,,The internal STS manifest ID. You won't want to use this.,,,
manifest.sts_programme,sts,manifest,sts_programme,Programme,1,1,,,,
manifest.sts_project,sts,manifest,sts_project,Project,1,1,,,,
manifest.sts_receive_date,sts,manifest,sts_receive_date,Received Date,1,,Date samples received at Sanger,,,
manifest.sts_released_to_lab,sts,manifest,sts_released_to_lab,Released to Lab,1,,,,,
manifest.sts_sample_count,sts,manifest,sts_sample_count,Number of samples,1,,,,,
manifest.sts_sample_sts_tollab_assign_date_min,sts,manifest,sts_sample_sts_tollab_assign_date_min,Earliest Date Assigned to Lab,1,,,,,
manifest.sts_sample_sts_tollab_assign_date_max,sts,manifest,sts_sample_sts_tollab_assign_date_max,Latest Date Assigned to Lab,1,,,,,
manifest.sts_research_governance_status,sts,manifest,sts_research_governance_status,Research Governance Status,1,,,,,
manifest.sts_rg_status_updated_at,sts,manifest,sts_rg_status_updated_at,Research Governance Status Updated At,1,,RG status date,,,
manifest.sts_sample_count,sts,manifest,sts_sample_count,Number of Samples,1,,,,,
manifest.sts_shipment_status,sts,manifest,sts_shipment_status,Shipment Status,1,,,,,
manifest.sts_shipment_status_updated_at,sts,manifest,sts_shipment_status_updated_at,Shipment Status Updated At,1,,,,,
manifest.sts_status,sts,manifest,sts_status,Status,1,,Status of manifest,,,
manifest.sts_status_updated_at,sts,manifest,sts_status_updated_at,Status Updated At,1,,Manifest status date,,,
manifest.sts_submit_date,sts,manifest,sts_submit_date,Manifest submission date,1,,Date manifest submitted to STS,,,
manifest.sts_wildlife_and_env_status,sts,manifest,sts_wildlife_and_env_status,Wildlife and Environment Status,1,,,,,
manifest.sts_wildlife_compliance_processors,sts,manifest,sts_wildlife_compliance_processors,Wildlife Compliance Processors,1,,,,,
manifest.sts_wildlife_status_updated_at,sts,manifest,sts_wildlife_status_updated_at,Wildlife and Environment Status Updated At,1,,Wildlife status date,,,
sample.sts_gal_sample_id,sts,sample,sts_gal_sample_id,GAL Sample ID,1,,The sample ID that the GAL/Partner assigns to the sample,,,
sample.sts_col_sample_id,sts,sample,sts_col_sample_id,Collector Sample ID,1,,The sample ID that the collector assignes to the sample,,,
sample.sts_strain,sts,sample,sts_strain,Strain,1,,The species strain,,,
sample.sts_AMOUNT_OF_CATCH_PLATED,sts,sample,sts_AMOUNT_OF_CATCH_PLATED,Amount of Catch Plated,1,,"The BIOSCAN manifest contains a drop down list describing if all the catch was plated, some of the catch plated, all the swarm catch plated or NOT_APPLICABLE",,,
sample.sts_ASSOCIATED_TRADITIONAL_KNOWLEDGE_CONTACT,sts,sample,sts_ASSOCIATED_TRADITIONAL_KNOWLEDGE_CONTACT,Associated Traditional Knowledge Contact,1,,"This field is only found in the ERGA manifests. Free text allowed,
provide reference, could be linked to an ORCID ID.
",,,
sample.sts_ASSOCIATED_TRADITIONAL_KNOWLEDGE_OR_BIOCULTURAL_RIGHTS_APPLICABLE,sts,sample,sts_ASSOCIATED_TRADITIONAL_KNOWLEDGE_OR_BIOCULTURAL_RIGHTS_APPLICABLE,Associated Traditional Knowledge or Biocultural Rights Applicable,1,,ERGA manifests. Mandatory information upon if indigenous rights are applicable to the sample/the species the sample was derived from. Y/N answer.,,,
sample.sts_BARCODING_STATUS,sts,sample,sts_BARCODING_STATUS,Barcoding Status,1,,Has barcoding on the samples been carried out?,,,
sample.sts_BIOBANKED_TISSUE_PRESERVATIVE,sts,sample,sts_BIOBANKED_TISSUE_PRESERVATIVE,Biobanked Tissue Preservative,1,,Found in ERGA manifest. This refers to how the tissue was preserved. for example snap frozen.,,,
sample.sts_BOLD_ACCESSION_NUMBER,sts,sample,sts_BOLD_ACCESSION_NUMBER,BOLD Accession Number,1,,what is the accession number in the Barcode of Life Databse (if applicable),,,
sample.sts_BOTTLE_DIRECTION,sts,sample,sts_BOTTLE_DIRECTION,Bottle Direction,1,1,This is referring to the compass direction of collection bottles on the Bioscan malaise traps,,,
sample.sts_CATCH_BOTTLE_TEMPERATURE_STORAGE,sts,sample,sts_CATCH_BOTTLE_TEMPERATURE_STORAGE,Catch Bottle Temperature Storage,1,,On Bioscan manifests. refers to how the catch bottle is stored after collection.,,,
sample.sts_CATCH_LOT,sts,sample,sts_CATCH_LOT,Catch Lot,1,1,Code used for a single en masse collection event.,,,
sample.sts_CATCH_SOLUTION,sts,sample,sts_CATCH_SOLUTION,Catch Solution,1,1,What solution was present in the bIOSCAN catch bottle during the collection period. for example 100% Ethanol.,,,
sample.sts_COLLECTION_METHOD,sts,sample,sts_COLLECTION_METHOD,Collection Method,1,1,"How was the sample collected. For example, net, trap, fishing rod.",,,
sample.sts_COLLECTOR_ORCID_ID,sts,sample,sts_COLLECTOR_ORCID_ID,Collector ORCID ID,1,,In ERGA manifests Each collector will have their own unique ORCID ID number. ,,,
sample.sts_CONTRIBUTORS,sts,sample,sts_CONTRIBUTORS,Contributers,1,,"The details for each person involved in setting traps, collecting catch, plating specimens and identifying specimens for BIOSCAN manifests",,,
sample.sts_COUNTRY_OF_COLLECTION,sts,sample,sts_COUNTRY_OF_COLLECTION,Country of Collection,1,1,The country BIOSCAN samples were collected in ,,,
sample.sts_DATE_OF_PLATING,sts,sample,sts_DATE_OF_PLATING,Date of Plating,1,,The date BIOSCAN samples from the Mailaise Trap were plated,,,
sample.sts_DNA_REMOVED_FOR_BIOBANKING,sts,sample,sts_DNA_REMOVED_FOR_BIOBANKING,DNA Removed for Biobanking,1,,ERGA Manifests. Yes/No answer,,,
sample.sts_DNA_VOUCHER_ID_FOR_BIOBANKING,sts,sample,sts_DNA_VOUCHER_ID_FOR_BIOBANKING,Voucher ID for Biobanking,1,,Accession number of DNA biobanked from the sequenced specimen. This ID should be prefixed by the acronym of the institution.,,,
sample.sts_DURATION_OF_COLLECTION,sts,sample,sts_DURATION_OF_COLLECTION,Duration of Collection,1,1,How long the BIOSCAN trap was set up and operational using ISO 8601 standards.,,,
sample.sts_ETHICS_PERMITS_DEF,sts,sample,sts_ETHICS_PERMITS_DEF,Ethics Permits Def,1,,"ERGA Manifests. Free text explaining permits, permit issuing entity and permit number.",,,
sample.sts_ETHICS_PERMITS_REQUIRED,sts,sample,sts_ETHICS_PERMITS_REQUIRED,Ethics Permits Required,1,,"ERGA Manifests. Mandatory information upon if an ethics
permit is needed to sample/sequence/voucher/biobank the sample/the species the sample was derived from, Yes/No Answer.",,,
sample.sts_INDIGENOUS_RIGHTS_DEF,sts,sample,sts_INDIGENOUS_RIGHTS_DEF,Indigenous Rights Def,1,,ERGA manifests. Yes/No answer.,,,
sample.sts_LATITUDE_END,sts,sample,sts_LATITUDE_END,Latitude End,1,,"The geographic location where the collection transect ended in decimal degrees, between -90 and 90.",,,
sample.sts_LATITUDE_START,sts,sample,sts_LATITUDE_START,Latitude Start,1,,"The geographic location where the collection transect started in decimal degrees, between -90 and 90",,,
sample.sts_LONGITUDE_END,sts,sample,sts_LONGITUDE_END,Longitude End,1,,"The geographic location where the collection transect ended in decimal degrees, between -180 and 180",,,
sample.sts_LONGITUDE_START,sts,sample,sts_LONGITUDE_START,Longitude Start,1,,"The geographic location where the collection transect started in decimal degrees, between -180 and 180",,,
sample.sts_MIXED_SAMPLE_RISK,sts,sample,sts_MIXED_SAMPLE_RISK,Mixed Sample Risk,1,,Y/N field to indicate if there is any risk that the SPECIMEN_ID provided does not reflect a single genetic entity of the target species.,,,
sample.sts_MORPHOSPECIES_DESCRIPTION,sts,sample,sts_MORPHOSPECIES_DESCRIPTION,Morphospecies Description,1,,A free text field for BIOSCAN partners to describe their specimens,,,
sample.sts_NAGOYA_PERMITS_DEF,sts,sample,sts_NAGOYA_PERMITS_DEF,Nagoya Permits Def,1,,"ERGA minifest. Free text explaining permits, permit issuing entity and permit number.",,,
sample.sts_NAGOYA_PERMITS_REQUIRED,sts,sample,sts_NAGOYA_PERMITS_REQUIRED,Nagoya Permits Required,1,,ERGA manifests. Yes/No answer.,,,
sample.sts_ORIGINAL_DECIMAL_LATITUDE,sts,sample,sts_ORIGINAL_DECIMAL_LATITUDE,Original Decimal Latitude,1,,"This field only applies to specimens that are from a zoo, botanic garden, culture collection or have a known origin elsewhere to the current location.",,,
sample.sts_ORIGINAL_DECIMAL_LONGITUDE,sts,sample,sts_ORIGINAL_DECIMAL_LONGITUDE,Original Decimal Latitude,1,,"This field only applies to specimens that are from a zoo, botanic garden, culture collection or have a known origin elsewhere to the current location.",,,
sample.sts_PLATE_TEMPERATURE_STORAGE,sts,sample,sts_PLATE_TEMPERATURE_STORAGE,Plate Temperature Storage,1,,The teperature BIOSCAN 96w plates are stored at after plating is complete,,,
sample.sts_PREDICTED_FAMILY,sts,sample,sts_PREDICTED_FAMILY,Partner: Predicted Family,1,1,A field for BIOSCAN partners to predict the taxonomy of their specimens,,,
