id,source,object_type,name,display_name,authoritative,available_on_relationships,description,Keep/Remove,Reason,Comment
sample.bold_phylum,bold,sample,bold_phylum,BOLD: Phylum,1,,,,,
sample.bold_class,bold,sample,bold_class,BOLD: Class,1,,,,,
sample.bold_order,bold,sample,bold_order,BOLD: Order,1,,Taxonomic identification from the BOLD ID Engine and Classifier based on the DNA barcode,,,
sample.bold_family,bold,sample,bold_family,BOLD: Family,1,,Taxonomic identification from the BOLD ID Engine and Classifier based on the DNA barcode,,,
sample.bold_subfamily,bold,sample,bold_subfamily,BOLD: Sub-family,1,,,,,
sample.bold_tribe,bold,sample,bold_tribe,BOLD: Tribe,1,,,,,
sample.bold_genus,bold,sample,bold_genus,BOLD: Genus,1,,Taxonomic identification from the BOLD ID Engine and Classifier based on the DNA barcode,,,
sample.bold_species,bold,sample,bold_species,BOLD: Species,1,,Taxonomic identification from the BOLD ID Engine and Classifier based on the DNA barcode,,,
sample.bold_sequence_run_site,bold,sample,bold_sequence_run_site,Sequence Run Site,1,,,Remove,,
sample.bold_nuc,bold,sample,bold_nuc,BOLD:COISequence,1,,DNA barcode sequence of the specimen,,,
sample.bold_nuc_basecount,bold,sample,bold_nuc_basecount,BOLD:COISize,1,,,,,
sample.bold_sequence_upload_date,bold,sample,bold_sequence_upload_date,BOLD:SequenceUploadDate,1,,,,,
sample.bold_bin_uri,bold,sample,bold_bin_uri,BOLD:BIN,1,,Barcode Index Number from BOLD which links out to BIN page,,,
sample.bold_bin_created_date,bold,sample,bold_bin_created_date,BOLD:BINCreatedDate,1,,,,,
sample.bold_collectors,bold,sample,bold_collectors,Partner: Collectors,1,,,,,
sample.bold_marker_code,bold,sample,bold_marker_code,,,,,,,
sample.bold_processid_minted_date,bold,sample,bold_processid_minted_date,,,,,,,
sample.bold_specimenid,bold,sample,bold_specimenid,,,,,,,
sample.bold_identification_method,bold,sample,bold_identification_method,,,,,,,
sample.bold_record_id,bold,sample,bold_record_id,,,,,,,
sample.bold_short_note,bold,sample,bold_short_note,,,,,,,
sample.bold_sampling_protocol,bold,sample,bold_sampling_protocol,,,,,,,
sample.bold_country_iso,bold,sample,bold_country_iso,,,,,,,
sample.bold_processid,bold,sample,bold_processid,,,,,,,
sample.bold_tissue_type,bold,sample,bold_tissue_type,,,,,,,
sample.bold_province/state,bold,sample,bold_province/state,,,,,,,
sample.bold_bold_recordset_code_arr,bold,sample,bold_bold_recordset_code_arr,,,,,,,
sample.bold_collection_date_start,bold,sample,bold_collection_date_start,,,,,,,
sample.bold_inst,bold,sample,bold_inst,,,,,,,
sample.bold_geoid,bold,sample,bold_geoid,,,,,,,
sample.bold_coord,bold,sample,bold_coord,,,,,,,
sample.bold_country/ocean,bold,sample,bold_country/ocean,,,,,,,
sample.bold_taxid,bold,sample,bold_taxid,,,,,,,
sample.bold_insdc_acs,bold,sample,bold_insdc_acs,,,,,,,
sample.bold_site,bold,sample,bold_site,,,,,,,
sample.bold_identified_by,bold,sample,bold_identified_by,,,,,,,
sample.bold_fieldid,bold,sample,bold_fieldid,,,,,,,
sample.bold_collection_code,bold,sample,bold_collection_code,,,,,,,
sample.bold_taxonomy_notes,bold,sample,bold_taxonomy_notes,,,,,,,
sample.bold_species_reference,bold,sample,bold_species_reference,,,,,,,
sample.bold_museumid,bold,sample,bold_museumid,,,,,,,
sample.bold_coord_source,bold,sample,bold_coord_source,,,,,,,
sample.bold_coord_accuracy,bold,sample,bold_coord_accuracy,,,,,,,
sample.bold_site_code,bold,sample,bold_site_code,,,,,,,
sample.bold_sex,bold,sample,bold_sex,,,,,,,
sample.bold_reproduction,bold,sample,bold_reproduction,,,,,,,
sample.bold_region,bold,sample,bold_region,,,,,,,
sample.bold_sector,bold,sample,bold_sector,,,,,,,
sample.bold_voucher_type,bold,sample,bold_voucher_type,,,,,,,
sample.bold_elev,bold,sample,bold_elev,,,,,,,
sample.bold_life_stage,bold,sample,bold_life_stage,,,,,,,
sample.bold_habitat,bold,sample,bold_habitat,,,,,,,
sample.bold_collection_event_id,bold,sample,bold_collection_event_id,,,,,,,
sample.bold_collection_date_end,bold,sample,bold_collection_date_end,,,,,,,
sample.bold_elev_accuracy,bold,sample,bold_elev_accuracy,,,,,,,
sample.bold_notes,bold,sample,bold_notes,,,,,,,
sample.bold_associated_taxa,bold,sample,bold_associated_taxa,,,,,,,
sample.bold_collection_notes,bold,sample,bold_collection_notes,,,,,,,
sample.bold_associated_specimens,bold,sample,bold_associated_specimens,,,,,,,
extraction.calc_benchling_volume_ul,calc,extraction,calc_benchling_volume_ul,,,,,,,
sample.calc_sample_eligible_for_sts_table,calc,sample,calc_sample_eligible_for_sts_table,,,,,,,
sample.calc_benchling_remaining_weight,calc,sample,calc_benchling_remaining_weight,,,,,,,
tissue_prep.calc_benchling_weight_mg,calc,tissue_prep,calc_benchling_weight_mg,,,,,,,
sample.calc_sts_export_eligible,calc,sample,calc_sts_export_eligible,,,,,,,
species.calc_species_out_for_recollection,calc,species,calc_species_out_for_recollection,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_rna_max,calc,species,calc_extraction_calc_benchling_volume_ul_rna_max,,,,,,,
tolid.calc_extraction_rna_count,calc,tolid,calc_extraction_rna_count,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_lres_max,calc,tolid,calc_extraction_calc_benchling_volume_ul_lres_max,,,,,,,
sample.calc_extraction_pooled_dna_count,calc,sample,calc_extraction_pooled_dna_count,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_pooled_dna_min,calc,species,calc_extraction_calc_benchling_volume_ul_pooled_dna_min,,,,,,,
species.calc_tolid_count,calc,species,calc_tolid_count,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_rna_min,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_rna_min,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_pooled_dna_max,calc,tolid,calc_extraction_calc_benchling_volume_ul_pooled_dna_max,,,,,,,
sample.calc_sequencing_request_count,calc,sample,calc_sequencing_request_count,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_pooled_dna_sum,calc,species,calc_extraction_calc_benchling_volume_ul_pooled_dna_sum,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_rna_min,calc,tolid,calc_extraction_calc_benchling_volume_ul_rna_min,,,,,,,
tolid.calc_extraction_lres_count,calc,tolid,calc_extraction_lres_count,,,,,,,
tissue_prep.calc_extraction_pooled_dna_count,calc,tissue_prep,calc_extraction_pooled_dna_count,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_pooled_dna_max,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_pooled_dna_max,,,,,,,
tissue_prep.calc_sequencing_request_count,calc,tissue_prep,calc_sequencing_request_count,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_rna_min,calc,sample,calc_extraction_calc_benchling_volume_ul_rna_min,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_pooled_dna_max,calc,sample,calc_extraction_calc_benchling_volume_ul_pooled_dna_max,,,,,,,
sample.calc_extraction_lres_count,calc,sample,calc_extraction_lres_count,,,,,,,
species.calc_extraction_dna_count,calc,species,calc_extraction_dna_count,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_lres_min,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_lres_min,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_rna_sum,calc,species,calc_extraction_calc_benchling_volume_ul_rna_sum,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_lres_max,calc,species,calc_extraction_calc_benchling_volume_ul_lres_max,,,,,,,
tissue_prep.calc_extraction_dna_count,calc,tissue_prep,calc_extraction_dna_count,,,,,,,
tolid.calc_extraction_pooled_dna_count,calc,tolid,calc_extraction_pooled_dna_count,,,,,,,
tolid.calc_sample_count,calc,tolid,calc_sample_count,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_dna_sum,calc,species,calc_extraction_calc_benchling_volume_ul_dna_sum,,,,,,,
tissue_prep.calc_sequencing_request_calc_mlwh_volume_remaining_min,calc,tissue_prep,calc_sequencing_request_calc_mlwh_volume_remaining_min,,,,,,,
species.calc_sample_count,calc,species,calc_sample_count,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_lres_max,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_lres_max,,,,,,,
species.calc_extraction_pooled_dna_count,calc,species,calc_extraction_pooled_dna_count,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_pooled_dna_min,calc,tolid,calc_extraction_calc_benchling_volume_ul_pooled_dna_min,,,,,,,
extraction.calc_sequencing_request_count,calc,extraction,calc_sequencing_request_count,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_rna_max,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_rna_max,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_pooled_dna_min,calc,sample,calc_extraction_calc_benchling_volume_ul_pooled_dna_min,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_lres_sum,calc,species,calc_extraction_calc_benchling_volume_ul_lres_sum,,,,,,,
species.calc_extraction_lres_count,calc,species,calc_extraction_lres_count,,,,,,,
sample.calc_extraction_rna_count,calc,sample,calc_extraction_rna_count,,,,,,,
species.calc_tissue_prep_count,calc,species,calc_tissue_prep_count,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_lres_min,calc,species,calc_extraction_calc_benchling_volume_ul_lres_min,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_dna_max,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_dna_max,,,,,,,
tissue_prep.calc_extraction_rna_count,calc,tissue_prep,calc_extraction_rna_count,,,,,,,
sample.calc_tissue_prep_count,calc,sample,calc_tissue_prep_count,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_rna_max,calc,tolid,calc_extraction_calc_benchling_volume_ul_rna_max,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_pooled_dna_max,calc,species,calc_extraction_calc_benchling_volume_ul_pooled_dna_max,,,,,,,
tolid.calc_tissue_prep_count,calc,tolid,calc_tissue_prep_count,,,,,,,
sample.calc_extraction_dna_count,calc,sample,calc_extraction_dna_count,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_lres_max,calc,sample,calc_extraction_calc_benchling_volume_ul_lres_max,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_lres_min,calc,sample,calc_extraction_calc_benchling_volume_ul_lres_min,,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_pooled_dna_min,calc,tissue_prep,calc_extraction_calc_benchling_volume_ul_pooled_dna_min,,,,,,,
tolid.calc_extraction_calc_benchling_volume_ul_lres_min,calc,tolid,calc_extraction_calc_benchling_volume_ul_lres_min,,,,,,,
sample.calc_extraction_calc_benchling_volume_ul_rna_max,calc,sample,calc_extraction_calc_benchling_volume_ul_rna_max,,,,,,,
species.calc_extraction_rna_count,calc,species,calc_extraction_rna_count,,,,,,,
tissue_prep.calc_extraction_lres_count,calc,tissue_prep,calc_extraction_lres_count,,,,,,,
tolid.calc_sequencing_request_count,calc,tolid,calc_sequencing_request_count,,,,,,,
species.calc_extraction_calc_benchling_volume_ul_rna_min,calc,species,calc_extraction_calc_benchling_volume_ul_rna_min,,,,,,,
extraction.calc_dna_volume_remaining,calculated,extraction,calc_dna_volume_remaining,,1,,DNA Volume Remaining (for development purposes. Would not recommend using!),,,
extraction.calc_sequencing_request_calc_mlwh_volume_remaining_max,calculated,extraction,calc_sequencing_request_calc_mlwh_volume_remaining_max,,,1,Max Library Remaining (for development purposes.Would not recommend using!),,,
extraction.calc_sequencing_request_calc_mlwh_volume_remaining_min,calculated,extraction,calc_sequencing_request_calc_mlwh_volume_remaining_min,,,1,Min Library Remaining (for development purposes.Would not recommend using!),,,
extraction.calc_sequencing_request_calc_mlwh_volume_remaining_count,calculated,extraction,calc_sequencing_request_calc_mlwh_volume_remaining_count,,,,Count of Library Remaining (for development purposes.Would not recommend using!),,,
manifest.calc_tat_days,calculated,manifest,calc_tat_days,Turnaround Time (days),1,,Days from manifest upload to samples at Sanger,,,
manifest.calc_tat_weeks,calculated,manifest,calc_tat_weeks,Turnaround Time (weeks),1,,Weeks from manifest upload to samples at Sanger,,,
sample.calc_extraction_calc_benchling_volume_ul_dna_max,calculated,sample,calc_extraction_calc_benchling_volume_ul_dna_max,,,,Max DNA Remaining (for development purposes.Would not recommend using!),,,
sample.calc_extraction_calc_benchling_volume_ul_dna_min,calculated,sample,calc_extraction_calc_benchling_volume_ul_dna_min,,,,Min DNA Remaining (for development purposes.Would not recommend using!),,,
sample.calc_sequencing_request_calc_mlwh_volume_remaining_max,calculated,sample,calc_sequencing_request_calc_mlwh_volume_remaining_max,,,,Max Library Remaining (for development purposes.Would not recommend using!),,,
sample.calc_sequencing_request_calc_mlwh_volume_remaining_min,calculated,sample,calc_sequencing_request_calc_mlwh_volume_remaining_min,,,,Min Library Remaining (for development purposes.Would not recommend using!),,,
sample.calc_tissue_prep_calc_benchling_weight_mg_max,calculated,sample,calc_tissue_prep_calc_benchling_weight_mg_max,,,,Max Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
sample.calc_tissue_prep_calc_benchling_weight_mg_min,calculated,sample,calc_tissue_prep_calc_benchling_weight_mg_min,,,,Min Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
sample.calc_biospecimen_id,calculated,sample,calc_biospecimen_id,Biospecimen ID,,,The biosample accession number of the specimen as issued by [ENA](https://www.ebi.ac.uk/biosamples/). This is known within ToL as the Biospecimen ID. This is a calculated field as in the original data source this information can be in one of three fields,,,
sample.calc_sample_abandoned_in_sts,calculated,sample,calc_sample_abandoned_in_sts,Sample Abandoned In STS?,1,,Is the sample marked as 'Not Valid' in STS?,,,
sampleset.calc_tat_days,calculated,sampleset,calc_tat_days,Turnaround Time (days),1,,Days from sampleset upload to samples at Sanger,,,
sampleset.calc_tat_weeks,calculated,sampleset,calc_tat_weeks,Turnaround Time (weeks),1,,Weeks from sampleset upload to samples at Sanger,,,
sequencing_request.calc_mlwh_volume_remaining,calculated,sequencing_request,calc_mlwh_volume_remaining,,,,Library Remaining (for development purposes. Would not recommend using!),,,
sequencing_request.calc_existing_library_oplc,calculated,sequencing_request,calc_existing_library_oplc,Existing Library OPLC,,,"Calculated from volume remaining, concentration and insert size.",,,
species.calc_extraction_calc_benchling_volume_ul_dna_max,calculated,species,calc_extraction_calc_benchling_volume_ul_dna_max,,,,Max DNA Remaining (for development purposes.Would not recommend using!),,,
species.calc_extraction_calc_benchling_volume_ul_dna_min,calculated,species,calc_extraction_calc_benchling_volume_ul_dna_min,,,,Min DNA Remaining (for development purposes.Would not recommend using!),,,
species.calc_sample_calc_benchling_remaining_weight_max,calculated,species,calc_sample_calc_benchling_remaining_weight_max,,,,Max Tissue Remaining (for development purposes.Would not recommend using!),,,
species.calc_sample_calc_benchling_remaining_weight_min,calculated,species,calc_sample_calc_benchling_remaining_weight_min,,,,Min Tissue Remaining (for development purposes.Would not recommend using!),,,
species.calc_sample_calc_benchling_remaining_weight_sum,calculated,species,calc_sample_calc_benchling_remaining_weight_sum,,,,The total remaining weight of samples of this species (i.e. total amount left unused),Remove,,
species.calc_tissue_prep_calc_benchling_weight_mg_max,calculated,species,calc_tissue_prep_calc_benchling_weight_mg_max,,,,Maximum mass of the tissue that was extracted (NA if no measurement was taken),,,
species.calc_tissue_prep_calc_benchling_weight_mg_min,calculated,species,calc_tissue_prep_calc_benchling_weight_mg_min,,,,Max Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
species.calc_tissue_prep_calc_benchling_weight_mg_sum,calculated,species,calc_tissue_prep_calc_benchling_weight_mg_sum,,,,Min Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
species.calc_individual_exhausted_tolid_calc_individual_exhausted_value_count,calculated,species,calc_individual_exhausted_tolid_calc_individual_exhausted_value_count,,1,1,,,,
species.calc_individual_exhausted_tolid_count,calculated,species,calc_individual_exhausted_tolid_count,Number of Individuals Exhausted,,1,,,,
species.calc_specimen_collection_needed_psyche,calculated,species,calc_specimen_collection_needed_psyche,Specimen Collection Needed?,1,,Specimen collection needed (only for PSYCHE),,,
species.calc_specimen_needed_at_sanger_psyche,calculated,species,calc_specimen_needed_at_sanger_psyche,Specimen Needed at Sanger?,1,,Is a specimen of this species needed at Sanger (only for PSYCHE)?,,,
species.calc_topup_required_tolid_calc_topup_required_value_count,calculated,species,calc_topup_required_tolid_calc_topup_required_value_count,,1,1,,,,
species.calc_topup_required_tolid_count,calculated,species,calc_topup_required_tolid_count,Number of Individuals Require Top-Up,1,1,,,,
species.calc_done_date,calculated,species,calc_done_date,Done Date,1,,The date on which the species is considered done. This is the later of the date of assembly submission and the date of the RNASeq run.,,,
species.calc_is_novel,calculated,species,calc_is_novel,Novel?,1,,Species are considered novel if they have appeared on a manifest and have not yet had any samples selected to work on.,,,
species.calc_pm_status,calculated,species,calc_pm_status,Status (Project Manager),1,,High-level overview of species that has gone through the sequencing pipeline,,,
species.calc_tolid_calc_topup_required_min,calculated,species,calc_tolid_calc_topup_required_min,All Top-Up Required?,1,1,A boolean field that indicates if all individuals of the same species require top-up,,,
species.calc_tolid_calc_topup_required_max,calculated,species,calc_tolid_calc_topup_required_max,(At least) One Top-Up Required?,1,1,A boolean field that indicates if one or more individuals of the same species require top-up,,,
species.calc_tolid_calc_individual_exhausted_min,calculated,species,calc_tolid_calc_individual_exhausted_min,All Individual Exhausted?,1,1,A boolean field that indicates if all individuals of the same species are exhausted,,,
species.calc_tolid_calc_individual_exhausted_max,calculated,species,calc_tolid_calc_individual_exhausted_max,(At least) One Individual Exhausted?,1,1,A boolean field that indicates if one or more individuals of the same species are exhausted,,,
species.calc_no_null_tolid_tolid_count,calculated,species,calc_no_null_tolid_tolid_count,Specimen Count,1,,,,,
species.calc_recollection_needed,calculated,species,calc_recollection_needed,Species Mark For Recollection,1,1,"This is a boolean field that indicates if tissues for all individuals collected have been exhausted, and new individuals require recollection",,,
species.calc_species_recollectable,calculated,species,calc_species_recollectable,Is Species Recollectable?,,,This is a boolean field that shows false if a species is marked for recollection and has not arrived on-site since last marked.,,,
species.calc_species_epithet,calculated,species,calc_species_epithet,Species Epithet,1,,"This field only displays the specific name of a species without the Genus, and Subspecies names (in case of trinomen).",,,
specimen.id,calculated,specimen,id,Specimen ID,1,,The ID of the specimen as assigned by the partner.,,,
specimen.calc_coverage_post_run,calculated,specimen,calc_coverage_post_run,Coverage (post-run),,1,"The coverage, but based on the estimated genome size for this specimen.",,,
tissue_prep.calc_extraction_benchling_volume_ul_dna_max,calculated,tissue_prep,calc_extraction_benchling_volume_ul_dna_max,,,,Max DNA Remaining (for development purposes.Would not recommend using!),,,
tissue_prep.calc_extraction_benchling_volume_ul_dna_min,calculated,tissue_prep,calc_extraction_benchling_volume_ul_dna_min,,,,Min DNA Remaining (for development purposes.Would not recommend using!),,,
tissue_prep.calc_sequencing_request_mlwh_volume_remaining_max,calculated,tissue_prep,calc_sequencing_request_mlwh_volume_remaining_max,,,,Max Library Remaining (for development purposes.Would not recommend using!),,,
tissue_prep.calc_sequencing_request_mlwh_volume_remaining_min,calculated,tissue_prep,calc_sequencing_request_mlwh_volume_remaining_min,,,,Min Library Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_no_null_individual_exhausted_tolid_count,calculated,tolid,calc_tissue_prep_calc_benchling_weight_mg_count,,,,Count of Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_tissue_prep_calc_benchling_weight_mg_max,calculated,tolid,calc_tissue_prep_calc_benchling_weight_mg_max,,,1,Max Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_tissue_prep_calc_benchling_weight_mg_min,calculated,tolid,calc_tissue_prep_calc_benchling_weight_mg_min,,,1,Min Tissue Prep Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_coverage,calculated,tolid,calc_coverage,Calculated Coverage (Estimated),1,1,Estimated coverage is calculated based on Cumulative Yield per Estimated Species Genome Size on STS,,,
tolid.calc_ongoing_submissions,calculated,tolid,calc_ongoing_submissions,Ongoing Pacbio Submissions,1,1,Sequencing requests that have been requested but not yet completed,,,
tolid.calc_coverage_met,calculated,tolid,calc_coverage_met,Estimated Coverage Met?,1,1,Has the target estimated coverage been met for this ToLID?,,,
tolid.calc_topup_required,calculated,tolid,calc_topup_required,Top-Up Required?,1,1,A general filter that determines if an individual belongs in the Top-Up Management tables,,,
tolid.calc_individual_exhausted,calculated,tolid,calc_individual_exhausted,Individual Exhausted?,1,1,A quick check to see if tissue for individual is completely depleted,,,
tolid.calc_individual_available,calculated,tolid,calc_individual_available,Other Individual Available? (Current Exhausted),1,1,This boolean field displays whether there are other ToLIDs to consider if the current one is completely depleted of useable tissues. This will also show false when a ToLID is not 'Top-Up Required'/,,,
tolid.calc_sequencing_request_calc_mlwh_volume_remaining_max,calculated,tolid,calc_sequencing_request_calc_mlwh_volume_remaining_max,,,1,Max Library Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_sequencing_request_calc_mlwh_volume_remaining_min,calculated,tolid,calc_sequencing_request_calc_mlwh_volume_remaining_min,,,1,Min Library Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_sequencing_request_calc_mlwh_volume_remaining_count,calculated,tolid,calc_sequencing_request_calc_mlwh_volume_remaining_count,,,,Count of Library Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_extraction_calc_benchling_volume_ul_dna_max,calculated,tolid,calc_extraction_calc_benchling_volume_ul_dna_max,,,1,Max DNA Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_extraction_calc_benchling_volume_ul_dna_min,calculated,tolid,calc_extraction_calc_benchling_volume_ul_dna_min,,,1,Min DNA Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_extraction_calc_benchling_volume_ul_dna_count,calculated,tolid,calc_extraction_calc_benchling_volume_ul_dna_count,,,,Count of DNA Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_sample_calc_benchling_remaining_weight_max,calculated,tolid,calc_sample_calc_benchling_remaining_weight_max,,,1,Max Tissue Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_sample_calc_benchling_remaining_weight_min,calculated,tolid,calc_sample_calc_benchling_remaining_weight_min,,,1,Min Tissue Remaining (for development purposes.Would not recommend using!),,,
tolid.calc_tolid_actionable,calculated,tolid,calc_tolid_actionable,Top-Up Actionable,1,1,A top-up is considered actionable if it has not been actioned since the last complete PacBio run.,,,
tolid.calc_sample_abandoned_in_sts_sample_count,calculated,tolid,calc_sample_abandoned_in_sts_sample_count,Number of Samples Abandoned in STS,1,1,Number of Samples Abandoned in STS,,,
tolid.calc_extraction_dna_count,calculated,tolid,calc_extraction_dna_count,Number of DNA Extractions per ToLID,1,1,,,,
tolid.calc_no_null_individual_exhausted_tolid_count,calculated,tolid,calc_no_null_individual_exhausted_tolid_count,Number of Individuals Exhausted,1,,,,,
tolid.sts_sample_benchling_date_assigned_to_lab_max,calculated,tolid,sts_sample_benchling_date_assigned_to_lab_max,Latest Date Assigned To Lab,1,,,,,
tolid.sts_sample_benchling_date_assigned_to_lab_min,calculated,tolid,sts_sample_benchling_date_assigned_to_lab_min,Earliest Date Assigned To Lab,1,,,,,
family.informatics_species_informatics_tolid_informatics_status_summary_min_min,calculated,family,informatics_species_informatics_tolid_informatics_status_summary_min_min,Minimum Informatics Status,,,,,,
tissue_prep.calc_extraction_calc_benchling_volume_ul_dna_min,calculated,tissue_prep,calc_extraction_calc_benchling_volume_ul_dna_min,,,,,,,
assembly.id,gap,assembly,id,Assembly ID,1,,The accession number of the assembly at ENA,,,
assembly.gap_assembly_name,gap,assembly,gap_assembly_name,Assembly Name,,,,,,
assembly.gap_image_caption,gap,assembly,gap_image_caption,Image Caption,,,,,,
assembly.gap_image_url,gap,assembly,gap_image_url,Image URL,,,,,,
assembly.gap_lustre_path_analysis_base,gap,assembly,gap_lustre_path_analysis_base,Lustre Path Analysis Base,,,,,,
assembly.gap_lustre_path_assembly,gap,assembly,gap_lustre_path_assembly,Lustre Path Assembly,,,,,,
assembly.gap_lustre_path_species,gap,assembly,gap_lustre_path_species,Lustre Path Species,,,,,,
assembly.gap_project,gap,assembly,gap_project,Project,,,,,,
assembly.gap_results,gap,assembly,gap_results,Results,,,,,,
assembly_analysis.gap_s3,gap,assembly_analysis,gap_s3,,,,,,,
assembly.gap_total_sequence_length,gap,assembly,gap_total_sequence_length,,,,,,,
assembly_analysis.gap_analysis,gap,assembly_analysis,gap_analysis,,,,,,,
assembly.gap_genome_coverage,gap,assembly,gap_genome_coverage,,,,,,,
assembly_analysis.gap_results,gap,assembly_analysis,gap_results,,,,,,,
assembly.gap_contig_n50,gap,assembly,gap_contig_n50,,,,,,,
assembly.gap_number_of_chromosomes,gap,assembly,gap_number_of_chromosomes,,,,,,,
assembly.gap_organelles,gap,assembly,gap_organelles,,,,,,,
assembly.gap_number_of_scaffolds,gap,assembly,gap_number_of_scaffolds,,,,,,,
assembly.gap_scaffold_n50,gap,assembly,gap_scaffold_n50,,,,,,,
assembly.gap_number_of_contigs,gap,assembly,gap_number_of_contigs,,,,,,,
assembly_analysis.gap_lustre_path_analysis,gap,assembly_analysis,gap_lustre_path_analysis,,,,,,,
assembly.gap_gc_percent,gap,assembly,gap_gc_percent,,,,,,,
genome_note.gn_date_published,genome_notes,genome_note,gn_date_published,Date Published,1,,,,,
genome_note.gn_passed_pr,genome_notes,genome_note,gn_passed_pr,Passed Peer Review?,1,,,,,
genome_note.gn_species_name,genome_notes,genome_note,gn_species_name,Species Name,,,,,,
species.gn_genome_note_gn_date_published_max,genome_notes,species,gn_genome_note_gn_date_published_max,Latest Date Genome Note Published,,,There should only be one date that a genome note is published for a species so ignore this field.,,,
species.gn_genome_note_gn_date_published_min,genome_notes,species,gn_genome_note_gn_date_published_min,Date Genome Note Published,1,,,,,
genome_note.gn_pmid,gn,genome_note,gn_pmid,,,,,,,
species.gn_genome_note_count,gn,species,gn_genome_note_count,,,,,,,
species.goat_assembly_level,goat,species,goat_assembly_level,GoaT Assembly Level,1,,Level at which genome is represented,,,
species.goat_chromosome_number,goat,species,goat_chromosome_number,Chromosome number,1,,Number of chromosomes (note: this could be an estimated number),,,
species.goat_class_name,goat,species,goat_class_name,Class Name,1,,,,,
species.goat_common_name,goat,species,goat_common_name,Common Name,1,1,,,,
species.goat_echabs92,goat,species,goat_echabs92,Echabs92,,,Section in the UK legislation in which species is listed,,,
species.goat_family_name,goat,species,goat_family_name,Family,1,1,Family from NCBI Taxonomy,,,
species.goat_family_representative,goat,species,goat_family_representative,Family representative,1,1,Projects for which this species is marked as a family representative (i.e one we'd like to complete early),,,
species.goat_genome_size,goat,species,goat_genome_size,Estimated Genome size,1,1,Estimated genome size in bases,,"Genome size retrieved from genome size databases, estimated from the conversion of C value from picograms of DNA to base pairs For assembly-based genome size estimates, use assembly_span instead",
species.goat_genus_name,goat,species,goat_genus_name,Genus,1,1,Genus from NCBI Taxonomy,,,
species.goat_habreg_2017,goat,species,goat_habreg_2017,Habreg2017,,,Section in the UK legislation in which species is listed,,,
species.goat_haploid_number,goat,species,goat_haploid_number,Haploid Number,1,,"Number of chromosomes in haploid cells of an individual, correspond to gamete chromosome count in animals and gametophyte chromosome count in plants",,,
species.goat_isb_wildlife_act_1976,goat,species,goat_isb_wildlife_act_1976,ISB Wildlife Act 1976,,,Section in the UK legislation in which species is listed,,,
species.goat_kingdom_name,goat,species,goat_kingdom_name,Kingdom,1,,,,,
species.goat_lineage,goat,species,goat_lineage,Lineage,1,,Taxonomic lineage according to NCBI,,,
species.goat_long_list,goat,species,goat_long_list,Long list,1,1,Projects for which this species is a target,,,
